City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,port hedland,-20.3167,118.5667,31.03,70,0,5.66,AU,1699580803
287,la sarre,48.8002,-79.1996,0.63,96,100,4.34,CA,1699580201
288,hilo,19.7297,-155.09,27.93,75,20,5.66,US,1699580272
289,sakaiminato,35.55,133.2333,16.99,100,75,1.54,JP,1699580804
290,houlton,46.1262,-67.8403,-1.77,93,100,0.0,US,1699580805
291,makaha,21.4694,-158.2175,30.95,57,0,7.2,US,1699580805
292,taro,-8.3862,115.28,25.0,64,100,0.79,ID,1699580806
293,bage,-31.3314,-54.1069,18.88,68,0,6.17,BR,1699580552
294,sirte,31.2089,16.5887,20.65,72,0,3.45,LY,1699580255
295,belabo,4.9333,13.3,20.85,98,100,0.6,CM,1699580807
296,mili,6.0815,171.735,28.05,81,86,5.12,MH,1699580807
297,shubarkuduk,49.1447,56.4872,8.41,70,100,8.44,KZ,1699580808
298,petrolina,-9.3986,-40.5008,26.03,69,0,3.09,BR,1699580565
299,leava,-14.3,-178.1667,26.89,85,100,5.36,WF,1699580808
300,al hufuf,25.3646,49.5653,20.19,77,0,1.54,SA,1699580809
301,bhagalpur,25.25,87.0,21.66,53,0,1.25,IN,1699580809
302,greenland,43.0362,-70.8328,4.02,93,100,2.57,US,1699580810
303,bom jesus,-9.0744,-44.3586,26.78,54,68,0.56,BR,1699580810
304,hastings,50.8552,0.5729,10.99,77,11,8.72,GB,1699580811
305,novi pazar,43.1367,20.5122,5.7,86,100,1.14,RS,1699580811
306,naze,28.3667,129.4833,20.51,75,67,6.33,JP,1699580812
307,viedma,-40.8135,-62.9967,14.04,57,2,6.58,AR,1699580812
308,nagqu,31.5,92.0,-6.12,61,100,2.08,CN,1699580813
309,yaring,6.8662,101.3689,27.94,81,100,1.48,TH,1699580813
310,santiago de cao,-7.9589,-79.2392,20.07,83,75,4.12,PE,1699580814
311,jamaame,0.0697,42.745,24.95,90,100,1.66,SO,1699580814
312,loango,-4.6719,11.8312,25.24,90,89,2.13,CG,1699580814
313,yaren,-0.5472,166.916,28.97,77,99,8.16,NR,1699580815
314,puerto ayacucho,5.6639,-67.6236,25.56,89,70,1.3,VE,1699580815
315,creel,27.75,-107.6333,8.06,86,1,1.55,MX,1699580816
316,ancud,-41.8697,-73.8203,7.81,88,6,0.73,CL,1699580310
317,huarmey,-10.0681,-78.1522,19.18,86,20,3.39,PE,1699580817
318,jimo,36.3897,120.4622,6.88,53,0,4.0,CN,1699580817
319,byron bay,-28.65,153.6167,22.06,80,100,4.33,AU,1699580299
320,ziro,27.6333,93.8333,8.41,60,7,0.88,IN,1699580818
321,st. john's,47.5649,-52.7093,3.42,96,100,10.8,CA,1699580526
322,callao,-12.0667,-77.15,20.95,77,100,4.63,PE,1699580819
323,dhidhdhoo,6.8833,73.1,28.21,74,95,2.72,MV,1699580819
324,tommot,58.9564,126.2925,-14.81,87,100,3.5,RU,1699580233
325,mahajanga,-15.7167,46.3167,26.01,83,20,2.06,MG,1699580821
326,port blair,11.6667,92.75,28.02,83,40,0.51,IN,1699580822
327,sarupathar,26.1984,93.8094,20.96,82,0,1.18,IN,1699580822
328,bethanie,-26.4833,17.15,23.31,17,21,1.67,NA,1699580823
329,launceston,-41.45,147.1667,23.8,53,40,8.23,AU,1699580823
330,lae,-6.7221,146.9847,32.37,66,33,4.55,PG,1699580824
331,fortaleza,-3.7227,-38.5247,29.48,68,0,6.17,BR,1699580794
332,okhotsk,59.3833,143.3,-15.36,79,14,6.36,RU,1699580825
333,pangoa,-12.1167,-73.0,20.14,88,76,1.29,PE,1699580825
334,copiapo,-27.3667,-70.3333,14.83,70,95,1.95,CL,1699580826
335,castillos,-34.1667,-53.8333,11.19,76,46,2.99,UY,1699580826
336,monrovia,6.3005,-10.7969,25.73,84,100,2.74,LR,1699580827
337,piterka,50.6803,47.4454,5.98,74,100,10.43,RU,1699580827
338,igarka,67.4667,86.5833,-9.85,84,99,10.76,RU,1699580828
339,douentza,14.9951,-2.9517,25.58,23,71,2.6,ML,1699580828
340,howard springs,-12.497,131.047,28.79,56,61,1.61,AU,1699580828
341,saint-pierre,-21.3393,55.4781,22.82,68,0,2.06,RE,1699580829
342,alaghsas,17.0187,8.0168,24.38,17,25,4.44,NE,1699580258
343,buriti bravo,-5.8372,-43.8336,26.52,53,64,0.12,BR,1699580830
344,puerto aysen,-45.4,-72.7,5.11,98,87,1.11,CL,1699580711
345,usogorsk,63.4106,48.6872,0.37,96,95,2.36,RU,1699580831
346,dudinka,69.4058,86.1778,-5.21,88,100,13.3,RU,1699580831
347,wicklow,53.0,-6.4167,5.03,89,100,3.43,IE,1699580831
348,novaya igirma,57.1334,103.9112,-14.07,83,9,0.41,RU,1699580832
349,nianzishan,47.5167,122.8833,-6.88,53,11,6.42,CN,1699580832
350,petawawa,45.9001,-77.3328,1.77,93,75,1.54,CA,1699580833
351,bluefields,12.0137,-83.7635,26.09,90,36,2.85,NI,1699580833
352,haiku-pauwela,20.9219,-156.3051,28.01,58,20,10.8,US,1699580834
353,bandarbeyla,9.4942,50.8122,26.07,81,100,6.39,SO,1699580834
354,waingapu,-9.6567,120.2641,31.05,59,98,4.17,ID,1699580834
355,gantang,26.92,119.6333,22.07,92,100,0.62,CN,1699580835
356,alofi,-19.0595,-169.9187,27.94,83,100,4.12,NU,1699580835
357,delta,5.5,6.0,24.3,96,100,1.3,NG,1699580836
358,hell-ville,-13.4,48.2667,26.56,78,29,2.74,MG,1699580836
359,nuuk,64.1835,-51.7216,-3.66,74,100,2.24,GL,1699580837
360,valadares,41.1474,-7.9812,9.05,98,98,1.84,PT,1699580837
361,wesselsbron,-27.8549,26.3658,14.82,53,0,3.18,ZA,1699580838
362,muang khong,14.1167,105.85,28.43,77,43,1.09,LA,1699580838
363,columbia falls,48.3725,-114.1815,1.62,84,0,0.0,US,1699580839
364,egilsstadir,65.2653,-14.3948,1.95,80,100,4.63,IS,1699580242
365,tangalle,6.024,80.7911,24.09,86,100,1.41,LK,1699580840
366,santo antonio,-6.3106,-35.4789,23.34,88,12,2.79,BR,1699580840
367,toba tek singh,30.9743,72.4827,17.05,79,6,5.68,PK,1699580840
368,diawara,15.022,-12.5437,27.16,21,31,3.55,SN,1699580841
369,ghat,24.9647,10.1728,20.74,19,2,1.61,LY,1699580273
370,queenstown,-31.8976,26.8753,10.81,94,1,0.81,ZA,1699580842
371,los llanos de aridane,28.6585,-17.9182,18.86,89,20,4.12,ES,1699580842
372,ilam,26.9167,87.9167,16.79,67,0,0.81,NP,1699580842
373,zhenlai,45.8495,123.2973,-4.97,34,14,6.16,CN,1699580844
374,bumba,2.1833,22.4667,21.91,98,100,1.11,CD,1699580845
375,kailua-kona,19.6406,-155.9956,29.01,75,40,4.12,US,1699580846
376,racine,42.7495,-88.0751,8.0,66,0,2.06,US,1699580847
377,sougueur,35.1857,1.4961,8.07,53,75,3.09,DZ,1699580847
378,broken hill,-31.95,141.4333,36.28,17,4,7.94,AU,1699580263
379,paoua,7.2427,16.4406,21.88,88,99,1.91,CF,1699580848
380,herrieden,49.2333,10.5167,7.12,87,75,3.09,DE,1699580849
381,kerikeri,-35.2268,173.9474,17.11,64,39,3.35,NZ,1699580849
382,hammerfest,70.6634,23.6821,1.25,86,75,7.72,NO,1699580849
383,pacific grove,36.6177,-121.9166,16.36,79,0,1.79,US,1699580733
384,sarandi grande,-33.7333,-56.3333,12.76,55,100,5.17,UY,1699580850
385,west bay,19.3667,-81.4167,29.04,86,20,4.63,KY,1699580851
386,nogliki,51.8333,143.1667,0.19,96,100,8.94,RU,1699580297
387,portland,45.5234,-122.6762,9.96,90,100,5.14,US,1699580195
388,antofagasta,-23.65,-70.4,18.6,77,90,3.04,CL,1699580534
389,mon,26.75,95.1,19.9,69,0,0.34,IN,1699580853
390,ambon,-3.6954,128.1814,31.08,70,40,2.57,ID,1699580853
391,saldanha,-33.0117,17.9442,13.03,87,0,4.04,ZA,1699580853
392,goz beida,13.95,20.55,25.68,21,89,3.28,TD,1699580854
393,nangomba,-10.9,38.5,25.19,73,65,1.72,TZ,1699580854
394,karmala,18.4167,75.2,20.54,81,98,7.24,IN,1699580855
395,fort bragg,35.139,-79.006,20.64,78,20,0.0,US,1699580855
396,fortuna,40.5982,-124.1573,12.74,90,100,2.24,US,1699580856
397,inverell,-29.7833,151.1167,28.7,53,37,1.34,AU,1699580856
398,butha-buthe,-28.8333,28.5,7.98,60,0,0.14,LS,1699580856
399,sanctuary point,-35.1114,150.629,26.1,68,19,5.75,AU,1699580857
400,machico,32.7,-16.7667,20.4,83,20,3.6,PT,1699580857
401,porto novo,6.4965,2.6036,26.9,86,95,2.16,BJ,1699580282
402,brisas de zicatela,15.8369,-97.0419,29.29,54,40,2.57,MX,1699580296
403,kwang binh,17.4833,106.6,27.35,81,90,0.83,VN,1699580859
404,at taj,24.2049,23.2857,18.47,54,75,4.34,LY,1699580859
405,ebon,4.582,168.6964,28.6,77,95,3.65,MH,1699580264
406,gadzhiyevo,69.2551,33.3362,-3.99,86,100,8.65,RU,1699580860
407,punta arenas,-53.15,-70.9167,9.06,53,40,5.14,CL,1699580814
408,marion,39.7684,-86.1555,11.21,51,100,1.54,US,1699580861
409,vila franca do campo,37.7167,-25.4333,20.23,99,10,5.2,PT,1699580306
410,chu,43.5983,73.7614,6.82,78,100,3.09,KZ,1699580861
411,dongsheng,39.8161,109.9776,-5.79,21,100,3.87,CN,1699580862
412,akjoujt,19.6969,-14.4164,22.68,24,0,4.18,MR,1699580862
413,sampit,-2.5333,112.95,31.76,58,79,0.57,ID,1699580863
414,ndele,8.4109,20.6473,22.99,90,100,1.99,CF,1699580863
415,umluj,25.0213,37.2685,29.48,52,88,0.31,SA,1699580864
416,mossel bay,-34.1831,22.146,15.94,77,0,3.56,ZA,1699580864
417,buchach,49.0625,25.388,3.89,79,100,3.11,UA,1699580864
418,kulunda,52.566,78.9385,4.75,89,100,3.66,RU,1699580865
419,kaya,13.0917,-1.0844,27.4,17,65,2.66,BF,1699580866
420,marcos juarez,-32.6978,-62.1067,19.98,44,100,3.28,AR,1699580867
421,port douglas,-16.4833,145.4667,26.58,61,9,4.04,AU,1699580868
422,lingcheng,22.7072,110.3492,26.92,76,75,1.15,CN,1699580868
423,rivera,-30.9053,-55.5508,16.34,86,6,4.23,UY,1699580869
424,axim,4.8699,-2.2405,25.69,87,32,2.98,GH,1699580870
425,chodov,50.2402,12.7455,7.75,87,75,2.06,CZ,1699580870
426,carauari,-4.8828,-66.8958,23.78,97,37,1.63,BR,1699580712
427,tanout,14.9709,8.8879,25.29,16,55,4.41,NE,1699580871
428,roxas,11.5853,122.7511,28.41,72,68,3.41,PH,1699580871
429,dwarka,22.2394,68.9678,26.87,69,0,4.12,IN,1699580872
430,tazacorte,28.629,-17.9293,20.54,89,20,4.12,ES,1699580872
431,chernyshevskiy,63.0128,112.4714,-10.65,93,100,3.6,RU,1699580872
432,balqash,46.8481,74.995,3.33,100,40,4.0,KZ,1699580873
433,vegreville,53.5001,-112.0518,-3.03,80,3,2.57,CA,1699580611
434,madang,-5.2246,145.7966,29.99,66,73,3.0,PG,1699580874
435,hasaki,35.7333,140.8333,19.22,65,100,7.46,JP,1699580875
436,santana,-0.0583,-51.1817,30.1,74,40,6.69,BR,1699580875
437,trindade,-16.6494,-49.4889,26.86,34,62,1.89,BR,1699580841
438,kargasok,59.0556,80.8572,-6.69,92,35,5.36,RU,1699580876
439,ghanzi,-21.5667,21.7833,24.44,20,3,3.53,BW,1699580876
440,kristinehamn,59.3098,14.1081,4.31,91,94,1.82,SE,1699580877
441,xiaoweizhai,26.1903,107.5125,17.48,97,100,1.33,CN,1699580877
442,fayroz koh,34.5195,65.2509,0.33,49,0,2.12,AF,1699580877
443,kochenevo,55.0218,82.202,-4.34,92,98,3.18,RU,1699580878
444,sao francisco,-15.9486,-44.8644,23.63,39,0,1.79,BR,1699580878
445,cloquet,46.7216,-92.4594,1.77,82,100,4.63,US,1699580848
446,new norfolk,-42.7826,147.0587,26.51,22,93,1.32,AU,1699580879
447,pavilosta,56.8879,21.1859,7.95,84,100,8.51,LV,1699580879
448,bonthe,7.5264,-12.505,25.48,89,99,2.79,SL,1699580880
449,al bayda',32.7627,21.7551,14.63,54,62,1.7,LY,1699580880
450,quesnel,52.9999,-122.5029,8.28,53,100,4.12,CA,1699580881
451,vorkuta,67.5,64.0,-3.13,96,100,5.04,RU,1699580881
452,raja,8.4596,25.678,22.3,88,98,1.43,SS,1699580882
453,meulaboh,4.1363,96.1285,26.56,83,94,1.21,ID,1699580883
454,bamboo flat,11.7,92.7167,28.05,83,40,0.51,IN,1699580883
455,kone,-21.0595,164.8658,26.26,48,94,3.4,NC,1699580884
456,qobustan,40.0824,49.412,16.8,56,100,12.03,AZ,1699580884
457,el granada,37.5027,-122.4694,16.63,69,75,3.6,US,1699580884
458,lianzhou,24.7811,112.3825,21.52,92,100,1.78,CN,1699580885
459,harper,4.375,-7.7169,25.06,90,98,2.83,LR,1699580885
460,namtsy,62.7161,129.6658,-24.9,96,99,1.09,RU,1699580886
461,timimoun,29.2639,0.231,16.21,67,4,4.12,DZ,1699580886
462,tarawa,1.419,172.984,31.05,74,75,1.54,KI,1699580887
463,baiti,13.745,-14.7482,25.0,24,22,2.79,SN,1699580887
464,kolonia town,6.964,158.206,32.06,74,100,2.57,FM,1699580888
465,ystalyfera,51.7672,-3.7808,10.57,90,100,5.52,GB,1699580888
466,dapitan,8.6464,123.4208,29.46,73,22,2.65,PH,1699580889
467,ust'-uda,54.1742,103.0304,-12.97,87,54,0.56,RU,1699580889
468,pisco,-13.7,-76.2167,19.03,88,100,6.69,PE,1699580890
469,ataq,14.5377,46.8319,18.06,33,48,1.16,YE,1699580890
470,manismata,-2.4667,111.0333,30.73,60,93,1.25,ID,1699580891
471,point pedro,9.8167,80.2333,27.39,79,100,2.43,LK,1699580891
472,remire-montjoly,4.9167,-52.2667,26.02,89,0,1.03,GF,1699580892
473,tynda,55.1667,124.7167,-15.66,75,88,2.79,RU,1699580892
474,namalenga,-10.95,39.1,22.65,88,26,1.46,TZ,1699580893
475,hugo,45.16,-92.9933,5.53,66,15,1.34,US,1699580893
476,wajir,1.7471,40.0573,25.29,80,99,4.08,KE,1699580894
477,smithers,54.7804,-127.1743,4.18,93,100,3.6,CA,1699580894
478,muhoroni,-0.1541,35.1988,18.42,91,98,1.5,KE,1699580895
479,key west,24.5557,-81.7826,27.0,76,0,5.66,US,1699580623
480,berdigestyakh,62.0989,126.6992,-20.08,96,100,1.42,RU,1699580896
481,magistral'nyy,56.1725,107.4458,-13.68,97,85,0.21,RU,1699580897
482,fort st. john,56.2499,-120.8529,-1.06,86,100,3.6,CA,1699580208
483,aras-asan,8.8908,126.3033,28.74,75,100,2.51,PH,1699580898
484,corner brook,48.9667,-57.9484,2.09,88,82,1.84,CA,1699580899
485,dzhetygara,52.1908,61.2006,4.55,85,97,3.79,KZ,1699580899
486,tsiombe,-25.3,45.4833,19.89,87,13,2.23,MG,1699580900
487,banjarmasin,-3.3244,114.591,29.08,53,99,0.46,ID,1699580900
488,hadibu,12.65,54.0333,26.22,85,100,4.25,YE,1699580901
489,rio grande,-32.035,-52.0986,17.19,67,0,5.36,BR,1699580901
490,brookings,44.3114,-96.7984,2.32,74,0,5.14,US,1699580902
491,bechar,31.6167,-2.2167,15.18,26,0,1.54,DZ,1699580902
492,wenchang,30.904,118.4887,11.84,86,100,5.95,CN,1699580903
493,mogadishu,2.0371,45.3438,27.3,80,100,4.35,SO,1699580772
494,salinopolis,-0.6136,-47.3561,27.19,79,52,5.7,BR,1699580904
495,oxapampa,-10.5775,-75.4017,14.63,94,94,1.64,PE,1699580904
496,paungde,18.4833,95.5,25.84,84,7,3.51,MM,1699580904
497,wenling,28.3669,121.36,18.49,91,100,5.99,CN,1699580905
498,bull savanna,17.8868,-77.5902,25.8,85,15,4.47,JM,1699580905
499,saint-philippe,-21.3585,55.7679,22.77,81,46,3.4,RE,1699580906
500,al qadarif,14.0349,35.3834,23.65,74,98,4.67,SD,1699580906
501,suoyarvi,62.0833,32.35,0.64,99,100,0.92,RU,1699580907
502,lunglei,22.8833,92.7333,17.67,55,0,0.99,IN,1699580907
503,tamandare,-8.7597,-35.1047,24.74,82,4,3.59,BR,1699580907
504,cozumel,20.5083,-86.9458,27.19,89,0,2.24,MX,1699580905
505,midvagur,62.0511,-7.1939,6.46,81,100,1.54,FO,1699580909
506,ibeto,10.4854,5.145,24.78,36,100,1.67,NG,1699580909
507,san luis,-33.295,-66.3356,21.25,28,85,4.59,AR,1699580909
508,maintirano,-18.0667,44.0167,25.57,84,100,3.19,MG,1699580910
509,selfoss,63.9331,-20.9971,0.38,65,0,2.81,IS,1699580910
510,ketchikan,55.3422,-131.6461,8.26,87,100,1.54,US,1699580911
511,dass,10.0,9.5167,22.22,28,100,1.88,NG,1699580911
512,hirara,24.8,125.2833,28.15,83,75,3.6,JP,1699580912
513,qarazhal,48.0078,70.7903,4.05,90,96,4.93,KZ,1699580912
514,sainte-rose,16.3324,-61.6979,27.02,83,0,3.09,GP,1699580914
515,sola,-13.8833,167.55,26.18,84,97,11.63,VU,1699580914
516,bulgan,48.8125,103.5347,-14.91,71,0,1.16,MN,1699580915
517,uusikaupunki,60.8004,21.4084,6.47,92,100,7.79,FI,1699580916
518,rongelap,11.1635,166.8941,27.94,78,100,9.32,MH,1699580916
519,acarau,-2.8856,-40.12,26.55,79,100,8.21,BR,1699580917
520,quellon,-43.1167,-73.6167,7.63,90,7,2.33,CL,1699580917
521,kuragino,53.8975,92.6725,-20.73,93,5,1.49,RU,1699580918
522,tchintabaraden,15.8969,5.7985,25.13,11,11,3.12,NE,1699580918
523,porto belo,-27.1578,-48.5531,22.76,90,100,3.16,BR,1699580918
524,carloforte,39.145,8.3058,17.68,67,100,8.5,IT,1699580919
525,shimanovsk,52.0,127.7,-8.29,73,100,4.78,RU,1699580919
526,bodo,67.28,14.405,-0.59,79,12,6.17,NO,1699580920
527,jolo,6.05,121.0167,28.37,75,100,0.22,PH,1699580921
528,ar rutbah,33.0381,40.2848,18.94,29,96,5.01,IQ,1699580921
529,maisi,43.0395,41.2621,7.75,91,100,1.22,GE,1699580921
530,prado,-17.3411,-39.2208,23.18,93,0,2.14,BR,1699580922
531,ola,59.5833,151.2833,-17.7,72,10,4.15,RU,1699580922
532,yuzhno-kurilsk,44.0306,145.8556,12.43,88,100,11.91,RU,1699580923
533,upata,8.0086,-62.3989,25.66,92,90,2.08,VE,1699580923
534,jalal-abad,40.9333,73.0,7.8,75,100,2.55,KG,1699580924
535,zhengjiatun,43.5064,123.5064,-7.03,69,2,6.27,CN,1699580924
536,hailar,49.2,119.7,-13.94,86,37,2.91,CN,1699580924
537,areka,7.0667,37.7,16.3,66,83,2.31,ET,1699580925
538,chiredzi,-21.05,31.6667,20.01,84,5,4.76,ZW,1699580925
539,linkoping,58.4109,15.6216,7.99,97,100,2.06,SE,1699580926
540,ilha de mocambique,-15.0342,40.7358,25.18,87,86,1.9,MZ,1699580926
541,tafuna,-14.3358,-170.72,31.97,84,75,6.69,AS,1699580926
542,galle,6.0367,80.217,26.1,82,100,1.5,LK,1699580927
543,praia da vitoria,38.7333,-27.0667,21.14,88,40,8.74,PT,1699580927
544,mar del plata,-38.0023,-57.5575,13.86,74,0,7.15,AR,1699580767
545,tumpat,6.1978,102.171,23.99,94,40,1.54,MY,1699580928
546,alo,7.4178,6.7371,24.79,88,99,1.61,NG,1699580928
547,kijang,35.2442,129.2139,14.85,78,100,2.57,KR,1699580929
548,muynoq,43.7683,59.0214,9.05,58,97,5.57,UZ,1699580929
549,trairi,-3.2778,-39.2689,26.51,78,100,5.51,BR,1699580841
550,kitimat,54.0524,-128.6534,6.21,64,100,2.68,CA,1699580839
551,balabac,7.9868,117.0645,28.63,78,93,5.33,PH,1699580930
552,pindushi,62.9152,34.58,-0.71,97,99,1.77,RU,1699580931
553,la'ie,21.6477,-157.9253,30.98,69,13,1.34,US,1699580931
554,prince rupert,54.3161,-130.3201,7.83,86,0,10.8,CA,1699580783
555,manokwari,-0.8667,134.0833,28.31,74,89,1.01,ID,1699580932
556,xinqing,48.2333,129.5,-7.97,80,99,2.7,CN,1699580932
557,isla vista,34.4133,-119.861,19.35,44,0,2.57,US,1699580933
558,barra de santo antonio,-9.4047,-35.5072,23.6,82,4,3.45,BR,1699580933
559,general jose de san martin,-26.5374,-59.3416,24.25,93,41,3.65,AR,1699580934
560,murud,18.3258,72.965,26.28,79,100,1.85,IN,1699580934
561,beipiao,41.7919,120.7792,-4.51,55,0,7.93,CN,1699580934
562,balnearia,-31.0088,-62.6673,23.03,46,100,5.36,AR,1699580935
563,north battleford,52.7834,-108.2847,-3.95,86,20,1.03,CA,1699580935
564,gisborne,-38.6533,178.0042,13.83,53,84,7.37,NZ,1699580936
565,polovinnoye,54.7914,65.9864,0.54,87,65,2.68,RU,1699580936
566,santa cruz,-17.8,-63.1667,28.7,74,71,2.57,BO,1699580852
567,marquette,46.5333,-87.6335,2.41,78,74,4.47,US,1699580937
568,brasileia,-11.0161,-68.7481,26.69,63,59,0.65,BR,1699580938
569,san antonio de pale,-1.4014,5.6325,25.94,79,100,5.08,GQ,1699580939
570,awjilah,29.1081,21.2869,20.51,47,100,2.54,LY,1699580939
571,ulladulla,-35.35,150.4667,30.98,68,16,6.33,AU,1699580940
572,nyaunglebin,17.95,96.7333,26.58,82,68,2.19,MM,1699580940
573,preobrazheniye,42.9019,133.9064,0.75,41,0,4.5,RU,1699580940
574,inirida,3.8653,-67.9239,25.5,91,98,1.55,CO,1699580941
